Method,Group,Value,Family,Outcome,Label,Direction,Threshold,Model,Fold
Impurity,Family / employment,0.014641324999145784,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Impurity,Occupation,0.03933796348027498,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Impurity,Industry,0.03882826554544268,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Impurity,Geography,0.06246230726864849,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Permutation,Income,0.19072180836409697,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Permutation,Wealth,-0.009197168249150123,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Permutation,Education,0.014563337048818409,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Permutation,Demographics,0.03660072182805574,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Permutation,Family / employment,0.001933605320892634,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Permutation,Occupation,0.0056912977362089225,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Permutation,Industry,0.009352118035299645,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Permutation,Geography,0.01130147424282607,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
SHAP,Income,0.3395605797263111,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
SHAP,Wealth,0.09210306662068327,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
SHAP,Education,0.09369451899779917,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
SHAP,Demographics,0.27121809411496,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
SHAP,Family / employment,0.01554607170112595,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
SHAP,Occupation,0.04379522253433686,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
SHAP,Industry,0.0726257482068134,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
SHAP,Geography,0.07145669809797048,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,4
Impurity,Income,0.3894938592688653,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Impurity,Wealth,0.13516185303568504,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Impurity,Education,0.06384693690853631,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Impurity,Demographics,0.24348521278473326,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Impurity,Family / employment,0.014021942076465945,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Impurity,Occupation,0.04708974756332388,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Impurity,Industry,0.05414209969623534,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Impurity,Geography,0.052758348666155114,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Permutation,Income,0.17121094776641418,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Permutation,Wealth,0.009169334367998916,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Permutation,Education,0.015387790554983821,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Permutation,Demographics,0.04518191339343085,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Permutation,Family / employment,0.0003216898522112099,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Permutation,Occupation,-0.0032874210963183383,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Permutation,Industry,-0.00038766585620220173,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Permutation,Geography,-5.442447515181525e-05,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
SHAP,Income,0.3467548285562701,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
SHAP,Wealth,0.07716792397049031,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
SHAP,Education,0.09774357420020781,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
SHAP,Demographics,0.21655077987725763,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
SHAP,Family / employment,0.02022316954014698,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
SHAP,Occupation,0.05297601909984423,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
SHAP,Industry,0.09742413327376513,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
SHAP,Geography,0.09115957148201809,Parent-child absolute,I4,Up $20k,Up,20000,Gradient Boosting,5
Impurity,Income,0.5547532520113101,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Impurity,Wealth,0.12947996605807552,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Impurity,Education,0.033728289074403964,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Impurity,Demographics,0.14478579802999966,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Impurity,Family / employment,0.025711112332798318,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Impurity,Occupation,0.03829005538932123,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Impurity,Industry,0.041990456411833785,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Impurity,Geography,0.03126107069225756,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Permutation,Income,0.23946771558906618,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Permutation,Wealth,0.0017423434868986676,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Permutation,Education,0.00270069220121833,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Permutation,Demographics,0.017090911904214395,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Permutation,Family / employment,0.0026099752029253185,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Permutation,Occupation,-0.001134560696771758,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Permutation,Industry,-0.004982092520384068,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Permutation,Geography,-0.0031131757951702033,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
SHAP,Income,0.5573686192005957,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
SHAP,Wealth,0.07512929976887311,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
SHAP,Education,0.039943632867821544,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
SHAP,Demographics,0.16421992824780834,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
SHAP,Family / employment,0.03885965544697604,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
SHAP,Occupation,0.04034952035287457,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
SHAP,Industry,0.06592651892792056,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
SHAP,Geography,0.018202825187130466,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,1
Impurity,Income,0.5376899211609791,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Impurity,Wealth,0.1323137130726089,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Impurity,Education,0.03770392736589452,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Impurity,Demographics,0.15814892950886214,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Impurity,Family / employment,0.024318706299646994,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Impurity,Occupation,0.03888166618325089,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Impurity,Industry,0.03184229264099888,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Impurity,Geography,0.0391008437677588,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Permutation,Income,0.2899385646448555,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Permutation,Wealth,-0.01058063882776536,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Permutation,Education,-0.0027324659140071316,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Permutation,Demographics,0.012840989295471412,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Permutation,Family / employment,-0.003361962735325602,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Permutation,Occupation,-0.0038223153194229973,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Permutation,Industry,-0.0018755405121358814,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Permutation,Geography,-0.008938201741311196,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
SHAP,Income,0.5612675219565681,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
SHAP,Wealth,0.06112041863046306,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
SHAP,Education,0.040862802877373934,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
SHAP,Demographics,0.18199644575641685,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
SHAP,Family / employment,0.03994457243870822,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
SHAP,Occupation,0.0373114927835154,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
SHAP,Industry,0.03441847430812581,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
SHAP,Geography,0.043078271248828764,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,2
Impurity,Income,0.5295710820454407,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Impurity,Wealth,0.13669820891880446,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Impurity,Education,0.040130281729193334,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Impurity,Demographics,0.15763494440803463,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Impurity,Family / employment,0.02591116972448261,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Impurity,Occupation,0.03633923277541937,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Impurity,Industry,0.0367244775693222,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Impurity,Geography,0.036990602829302846,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Permutation,Income,0.3114268232407338,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Permutation,Wealth,-0.001540325411680421,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Permutation,Education,0.002136959657478199,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Permutation,Demographics,0.009391872300522141,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Permutation,Family / employment,-0.0025089604629707773,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Permutation,Occupation,0.0003635188291102043,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Permutation,Industry,0.00172888334754277,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Permutation,Geography,-0.0005209773449946498,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
SHAP,Income,0.5586701693771702,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
SHAP,Wealth,0.05977072462507315,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
SHAP,Education,0.052754095654419915,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
SHAP,Demographics,0.18553812354783064,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
SHAP,Family / employment,0.03760364209444573,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
SHAP,Occupation,0.029226491805759112,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
SHAP,Industry,0.04347326151163746,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
SHAP,Geography,0.03296349138366378,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,3
Impurity,Income,0.5507738197206258,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Impurity,Wealth,0.13065944105558,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Impurity,Education,0.03803444402405909,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Impurity,Demographics,0.14755826834897118,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Impurity,Family / employment,0.025998035471217706,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Impurity,Occupation,0.03390496252353364,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Impurity,Industry,0.03535798154489431,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Impurity,Geography,0.03771304731111834,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Permutation,Income,0.2637104736628846,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Permutation,Wealth,8.178761810040402e-05,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Permutation,Education,-0.011222495806783384,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Permutation,Demographics,0.03146217885009715,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Permutation,Family / employment,-0.002539130832688974,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Permutation,Occupation,-0.003936437244888308,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Permutation,Industry,-0.0022771913789124574,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Permutation,Geography,-0.006124979780001172,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
SHAP,Income,0.525324944189659,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
SHAP,Wealth,0.06848152936698389,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
SHAP,Education,0.05786349853755883,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
SHAP,Demographics,0.1751334994668368,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
SHAP,Family / employment,0.036608022272417426,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
SHAP,Occupation,0.033800651528013405,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
SHAP,Industry,0.052672966596963515,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
SHAP,Geography,0.05011488804156704,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,4
Impurity,Income,0.5364194914380255,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Impurity,Wealth,0.13018407802219395,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Impurity,Education,0.035381783276069265,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Impurity,Demographics,0.16231684639688007,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Impurity,Family / employment,0.024172835276393495,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Impurity,Occupation,0.038500871819174234,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Impurity,Industry,0.03929198023526486,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Impurity,Geography,0.033732113535998594,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Permutation,Income,0.34201014814496516,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Permutation,Wealth,0.00013365175057868938,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Permutation,Education,0.0048326787652105295,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Permutation,Demographics,0.023636993489132112,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Permutation,Family / employment,-0.0012300948844762016,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Permutation,Occupation,-0.0005634235580599889,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Permutation,Industry,-0.0011099791662727676,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Permutation,Geography,0.0002684815385754546,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
SHAP,Income,0.5715847169652204,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
SHAP,Wealth,0.05657261365231636,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
SHAP,Education,0.027897583960786586,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
SHAP,Demographics,0.1904273749000325,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
SHAP,Family / employment,0.033574323844564984,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
SHAP,Occupation,0.04249616479976686,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
SHAP,Industry,0.04851436970656704,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
SHAP,Geography,0.028932852170745132,Parent-child absolute,I5,Down $5k,Down,5000,Random Forest,5
Impurity,Income,0.6932692180650611,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Impurity,Wealth,0.10126839060743109,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Impurity,Education,0.015677352492388615,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Impurity,Demographics,0.10748726418160391,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Impurity,Family / employment,0.003374385493028544,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Impurity,Occupation,0.034921248145013864,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Impurity,Industry,0.036603069157798214,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Impurity,Geography,0.007399071857674316,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Permutation,Income,0.25143980921266784,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Permutation,Wealth,-4.626708440135241e-05,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Permutation,Education,0.001834320711256493,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Permutation,Demographics,0.0246377254845571,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Permutation,Family / employment,0.0010844528487888526,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Permutation,Occupation,-0.0022747343664952847,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Permutation,Industry,-0.005650513219402964,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Permutation,Geography,-0.00023944774901523135,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
SHAP,Income,0.5880769148438154,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
SHAP,Wealth,0.09822492698307039,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
SHAP,Education,0.04883411195888381,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
SHAP,Demographics,0.12128614132786154,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
SHAP,Family / employment,0.006795760396389778,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
SHAP,Occupation,0.04728503570940325,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
SHAP,Industry,0.078561019207044,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
SHAP,Geography,0.01093608957353186,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,1
Impurity,Income,0.6547132585855473,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Impurity,Wealth,0.09139400603246683,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Impurity,Education,0.03028743842319908,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Impurity,Demographics,0.12203799555396029,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Impurity,Family / employment,0.009357473373748447,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Impurity,Occupation,0.03681003145127993,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Impurity,Industry,0.028065928525005824,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Impurity,Geography,0.02733386805479233,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Permutation,Income,0.30685573223398666,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Permutation,Wealth,-0.011245484281230627,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Permutation,Education,0.0011916517626175183,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Permutation,Demographics,0.019081481292001413,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Permutation,Family / employment,-0.0002204034232756613,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Permutation,Occupation,-0.0017179834384896508,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Permutation,Industry,0.0027713816358387934,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Permutation,Geography,-0.006003108752915048,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
SHAP,Income,0.6044851552362427,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
SHAP,Wealth,0.05819159268412057,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
SHAP,Education,0.06917570547489596,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
SHAP,Demographics,0.11492921391169833,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
SHAP,Family / employment,0.027227393612109373,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
SHAP,Occupation,0.032556516333266644,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
SHAP,Industry,0.04025668217868301,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
SHAP,Geography,0.05317774056898345,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,2
Impurity,Income,0.6425516180879802,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Impurity,Wealth,0.09791915933472366,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Impurity,Education,0.031050139018096765,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Impurity,Demographics,0.13219563897849412,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Impurity,Family / employment,0.006485042743476991,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Impurity,Occupation,0.03697875474709175,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Impurity,Industry,0.0380664847757445,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Impurity,Geography,0.014753162314392068,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Permutation,Income,0.3334852333333074,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Permutation,Wealth,-0.0068971833996146256,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Permutation,Education,0.0008153939154643796,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Permutation,Demographics,0.004437513827403988,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Permutation,Family / employment,-6.187913877045981e-05,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Permutation,Occupation,-0.001955373453215803,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Permutation,Industry,0.00048455148979282826,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Permutation,Geography,0.0002842828511122164,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
SHAP,Income,0.6004731580692436,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
SHAP,Wealth,0.07210965517789754,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
SHAP,Education,0.06292048424147478,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
SHAP,Demographics,0.1358383099613649,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
SHAP,Family / employment,0.014961410835203269,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
SHAP,Occupation,0.03028649633610154,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
SHAP,Industry,0.054427199711368016,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
SHAP,Geography,0.02898328566734643,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,3
Impurity,Income,0.6383196465357147,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Impurity,Wealth,0.06768784765937881,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Impurity,Education,0.034259601418839894,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Impurity,Demographics,0.12041759874659927,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Impurity,Family / employment,0.0421142563557282,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Impurity,Occupation,0.03374537974779313,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Impurity,Industry,0.05585383285286134,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Impurity,Geography,0.007601836683084633,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Permutation,Income,0.20865797100448358,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Permutation,Wealth,0.0010136668723392083,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Permutation,Education,-0.0024558590122785106,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Permutation,Demographics,0.0366299406639769,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Permutation,Family / employment,0.009437703537356174,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Permutation,Occupation,0.0042084448374306695,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Permutation,Industry,0.009740986240940797,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Permutation,Geography,-0.000985720732541856,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
SHAP,Income,0.4295680135660994,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
SHAP,Wealth,0.030487681470025643,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
SHAP,Education,0.0765480164110265,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
SHAP,Demographics,0.14995111145008055,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
SHAP,Family / employment,0.08142348637781245,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
SHAP,Occupation,0.06647725871725642,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
SHAP,Industry,0.13350908241730397,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
SHAP,Geography,0.03203534959039492,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,4
Impurity,Income,0.6689609469102898,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,5
Impurity,Wealth,0.09847734342891279,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,5
Impurity,Education,0.02034983009069419,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,5
Impurity,Demographics,0.13437731398607797,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,5
Impurity,Family / employment,0.011981776919953106,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,5
Impurity,Occupation,0.020782559757232612,Parent-child absolute,I5,Down $5k,Down,5000,Gradient Boosting,5
