Method,Group,Value,Family,Outcome,Label,Direction,Threshold,Model,Fold
SHAP,Industry,0.08838251654300973,Relative,DV3,Up 30 pp,Up,30,Random Forest,5
SHAP,Geography,0.06056108469227944,Relative,DV3,Up 30 pp,Up,30,Random Forest,5
Impurity,Income,0.4393344295019856,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Impurity,Wealth,0.1765751377527086,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Impurity,Education,0.017561386777065414,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Impurity,Demographics,0.16623195322567777,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Impurity,Family / employment,0.06400244676469191,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Impurity,Occupation,0.03917228334782694,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Impurity,Industry,0.03422497323076012,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Impurity,Geography,0.06289738939928366,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Permutation,Income,0.17672004831163338,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Permutation,Wealth,-0.0007251374233838259,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Permutation,Education,0.00332367645304944,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Permutation,Demographics,0.014755267738038558,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Permutation,Family / employment,0.01890272023069444,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Permutation,Occupation,0.005168863894094516,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Permutation,Industry,0.00019355124996780492,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Permutation,Geography,0.011937391362203814,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
SHAP,Income,0.3496227117119381,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
SHAP,Wealth,0.16773431517184903,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
SHAP,Education,0.023021957147005487,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
SHAP,Demographics,0.17468642763616454,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
SHAP,Family / employment,0.10300556755290856,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
SHAP,Occupation,0.046339734357316566,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
SHAP,Industry,0.044072986361179886,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
SHAP,Geography,0.09151630006163787,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,1
Impurity,Income,0.4554262847551407,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Impurity,Wealth,0.11906028817649315,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Impurity,Education,0.01697133799679774,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Impurity,Demographics,0.14256819054931666,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Impurity,Family / employment,0.08655182768631775,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Impurity,Occupation,0.06450166027520363,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Impurity,Industry,0.026887565416382077,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Impurity,Geography,0.08803284514434828,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Permutation,Income,0.1711184479566445,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Permutation,Wealth,0.02108876706332838,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Permutation,Education,-0.0011926726032453704,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Permutation,Demographics,0.022930393856103976,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Permutation,Family / employment,0.007259421414837619,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Permutation,Occupation,-0.017702957572347668,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Permutation,Industry,0.00253602492626398,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Permutation,Geography,-0.0007316901988741076,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
SHAP,Income,0.38689825365283803,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
SHAP,Wealth,0.0910599792926119,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
SHAP,Education,0.01872803025018045,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
SHAP,Demographics,0.1639852161101177,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
SHAP,Family / employment,0.09680980081156446,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
SHAP,Occupation,0.08312772944777216,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
SHAP,Industry,0.02719037181142191,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
SHAP,Geography,0.13220061862349355,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,2
Impurity,Income,0.4555962264895857,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Impurity,Wealth,0.1756749760666877,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Impurity,Education,0.022812137979042697,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Impurity,Demographics,0.19580489446609609,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Impurity,Family / employment,0.022343228547816722,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Impurity,Occupation,0.05071641448929727,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Impurity,Industry,0.030427359242744804,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Impurity,Geography,0.04662476271872916,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Permutation,Income,0.06382159360068744,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Permutation,Wealth,0.020437093249517126,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Permutation,Education,-0.007042307082200799,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Permutation,Demographics,0.01306609491631846,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Permutation,Family / employment,0.0021664500747066995,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Permutation,Occupation,-0.011413946956501603,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Permutation,Industry,0.0006356638130623537,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Permutation,Geography,0.0038459580288939866,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
SHAP,Income,0.42698526231841977,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
SHAP,Wealth,0.13401721703505678,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
SHAP,Education,0.061406009169377246,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
SHAP,Demographics,0.18816809683785224,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
SHAP,Family / employment,0.029719081554828292,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
SHAP,Occupation,0.06494894653758411,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
SHAP,Industry,0.03653442926095069,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
SHAP,Geography,0.05822095728593075,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,3
Impurity,Income,0.4593131892309351,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Impurity,Wealth,0.13563672113382605,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Impurity,Education,0.014103910299957643,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Impurity,Demographics,0.14245039696176018,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Impurity,Family / employment,0.08505260827544046,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Impurity,Occupation,0.06844405699597254,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Impurity,Industry,0.020721047108321476,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Impurity,Geography,0.07427806999378646,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Permutation,Income,0.12208182378461174,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Permutation,Wealth,0.026243070623990762,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Permutation,Education,0.0018011103165941678,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Permutation,Demographics,0.012787980849268998,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Permutation,Family / employment,-0.0047244504106152,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Permutation,Occupation,0.0016633131757959607,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Permutation,Industry,-0.00028069811927315945,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Permutation,Geography,-0.001569893235753439,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
SHAP,Income,0.34027100002904914,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
SHAP,Wealth,0.12096297825182789,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
SHAP,Education,0.03221350146585792,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
SHAP,Demographics,0.17788803018955834,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
SHAP,Family / employment,0.11841460708558581,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
SHAP,Occupation,0.06528528365494027,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
SHAP,Industry,0.03802978243918602,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
SHAP,Geography,0.10693481688399456,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,4
Impurity,Income,0.3289400100780721,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Impurity,Wealth,0.16250098658647552,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Impurity,Education,0.04844048915414797,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Impurity,Demographics,0.17072910913199205,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Impurity,Family / employment,0.06571744437971613,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Impurity,Occupation,0.07741373006836251,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Impurity,Industry,0.0992102606967931,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Impurity,Geography,0.047047969904440705,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Permutation,Income,0.1997502965687494,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Permutation,Wealth,0.010944824838434137,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Permutation,Education,-0.006818768437941003,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Permutation,Demographics,0.011166890981317129,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Permutation,Family / employment,0.02135912880572251,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Permutation,Occupation,0.011331681528091931,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Permutation,Industry,0.0021496523213647423,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Permutation,Geography,0.025139627029462236,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
SHAP,Income,0.3026951606215068,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
SHAP,Wealth,0.11521663142834886,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
SHAP,Education,0.0950364399797488,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
SHAP,Demographics,0.1398805139352477,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
SHAP,Family / employment,0.09042380733367297,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
SHAP,Occupation,0.08104092300455251,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
SHAP,Industry,0.11427025273925429,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
SHAP,Geography,0.06143627095766821,Relative,DV3,Up 30 pp,Up,30,Gradient Boosting,5
Impurity,Income,0.38136572825767184,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Impurity,Wealth,0.22669611127214528,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Impurity,Education,0.05074264704565594,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Impurity,Demographics,0.1739570480758548,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Impurity,Family / employment,0.03242408599581084,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Impurity,Occupation,0.05673061153017719,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Impurity,Industry,0.03536977504254585,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Impurity,Geography,0.0427139927801383,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Permutation,Income,0.12785505288188279,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Permutation,Wealth,0.09030057036881933,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Permutation,Education,0.0158347578413991,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Permutation,Demographics,0.020818996810695968,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Permutation,Family / employment,0.004917030149849394,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Permutation,Occupation,-1.1204879836440584e-05,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Permutation,Industry,-0.00034721154359316776,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Permutation,Geography,0.01403783670636644,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
SHAP,Income,0.3583479231804289,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
SHAP,Wealth,0.25029741026733765,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
SHAP,Education,0.05967250388048609,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
SHAP,Demographics,0.14161530816226067,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
SHAP,Family / employment,0.04562723798255875,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
SHAP,Occupation,0.07256096165521651,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
SHAP,Industry,0.04194145949496012,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
SHAP,Geography,0.029937195376751404,Relative,DV4,Up 40 pp,Up,40,Random Forest,1
Impurity,Income,0.267796144639683,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Impurity,Wealth,0.18453971388672394,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Impurity,Education,0.06584178976278059,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Impurity,Demographics,0.16786174974435686,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Impurity,Family / employment,0.05470510503839392,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Impurity,Occupation,0.11023984101974502,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Impurity,Industry,0.0836633581268073,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Impurity,Geography,0.06535229778150961,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Permutation,Income,0.15862025609945962,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Permutation,Wealth,0.021928744036215714,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Permutation,Education,0.0017955975107048772,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Permutation,Demographics,-0.004958206375898411,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Permutation,Family / employment,0.012792081354449553,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Permutation,Occupation,-0.007306313504515366,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Permutation,Industry,-0.006676597185392619,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Permutation,Geography,-0.015605022699242504,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
SHAP,Income,0.26616017839738226,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
SHAP,Wealth,0.1914949561984709,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
SHAP,Education,0.07397512227664862,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
SHAP,Demographics,0.09899478511151483,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
SHAP,Family / employment,0.10448365684687959,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
SHAP,Occupation,0.11233443082233299,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
SHAP,Industry,0.08358843201345678,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
SHAP,Geography,0.06896843833331393,Relative,DV4,Up 40 pp,Up,40,Random Forest,2
Impurity,Income,0.3890388481410973,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Impurity,Wealth,0.21836824751568237,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Impurity,Education,0.05402161971694163,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Impurity,Demographics,0.17370977049023928,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Impurity,Family / employment,0.031661091449574866,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Impurity,Occupation,0.05018679302879991,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Impurity,Industry,0.029614930408266432,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Impurity,Geography,0.05339869924939818,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Permutation,Income,0.14366438602015602,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Permutation,Wealth,0.12771272469788894,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Permutation,Education,0.008949204766490337,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Permutation,Demographics,0.06347292568442088,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Permutation,Family / employment,0.006739137137527063,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Permutation,Occupation,0.011560630719760273,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Permutation,Industry,0.006947129061120721,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Permutation,Geography,-0.005518284647119421,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
SHAP,Income,0.39740456146008474,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
SHAP,Wealth,0.22721569215699083,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
SHAP,Education,0.06443251576740266,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
SHAP,Demographics,0.13350670613946475,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
SHAP,Family / employment,0.038730103243419786,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
SHAP,Occupation,0.057364130476113086,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
SHAP,Industry,0.03297522138991942,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
SHAP,Geography,0.048371069366604735,Relative,DV4,Up 40 pp,Up,40,Random Forest,3
Impurity,Income,0.26093759920731646,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Impurity,Wealth,0.18931182859976967,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Impurity,Education,0.07351096809497114,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Impurity,Demographics,0.16741678938169843,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Impurity,Family / employment,0.0676451152816404,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Impurity,Occupation,0.09092892558919712,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Impurity,Industry,0.08329761567760469,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Impurity,Geography,0.06695115816780202,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Permutation,Income,0.12841829089315485,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Permutation,Wealth,0.024091420137464764,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Permutation,Education,-0.002364491610417685,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Permutation,Demographics,-0.015983688356123477,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Permutation,Family / employment,-0.007469167557954665,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Permutation,Occupation,-0.015288600426273124,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Permutation,Industry,-0.005598342108065218,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Permutation,Geography,-0.007344746446686529,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
SHAP,Income,0.28059706837781734,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
SHAP,Wealth,0.18553791660537453,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
SHAP,Education,0.09368724621871963,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
SHAP,Demographics,0.14162805417299357,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
SHAP,Family / employment,0.11401760995436554,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
SHAP,Occupation,0.07490974901827525,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
SHAP,Industry,0.06757547898779671,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
SHAP,Geography,0.042046876664657416,Relative,DV4,Up 40 pp,Up,40,Random Forest,4
Impurity,Income,0.26258838741228796,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Impurity,Wealth,0.17844226501190966,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Impurity,Education,0.0834870580316535,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Impurity,Demographics,0.17905370045209054,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Impurity,Family / employment,0.05675527155035835,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Impurity,Occupation,0.0879497928913043,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Impurity,Industry,0.08184870587105572,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Impurity,Geography,0.06987481877933992,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Permutation,Income,0.14556947151020755,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Permutation,Wealth,0.005452968455668733,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Permutation,Education,-0.031128198607683,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Permutation,Demographics,-0.01765828813761418,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Permutation,Family / employment,0.007647685954654521,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Permutation,Occupation,0.0010646754865196117,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Permutation,Industry,-0.0023333118423081558,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Permutation,Geography,-0.014422328510375115,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
SHAP,Income,0.2581954082167658,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
SHAP,Wealth,0.18506373078931057,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
SHAP,Education,0.12659827739777735,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
SHAP,Demographics,0.14865759887689753,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
SHAP,Family / employment,0.08599310660100803,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
SHAP,Occupation,0.060654355827924306,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
SHAP,Industry,0.06618044250545954,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
SHAP,Geography,0.06865707978485704,Relative,DV4,Up 40 pp,Up,40,Random Forest,5
Impurity,Income,0.3802948930825498,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Impurity,Wealth,0.2543534376369505,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Impurity,Education,0.03179704535699822,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Impurity,Demographics,0.153769049594309,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Impurity,Family / employment,0.019367997235994285,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Impurity,Occupation,0.09331856428625952,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Impurity,Industry,0.03773079178212689,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Impurity,Geography,0.02936822102481142,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Permutation,Income,0.14099706387782895,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Permutation,Wealth,0.08994643483684304,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Permutation,Education,0.025742507309085234,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Permutation,Demographics,0.039216157401901416,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Permutation,Family / employment,0.0054664274213467815,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Permutation,Occupation,-0.004456794362237532,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Permutation,Industry,-0.0043746082051978885,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Permutation,Geography,0.004407344463559065,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
SHAP,Income,0.350175232119285,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
SHAP,Wealth,0.21113120683007966,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
SHAP,Education,0.09382672315369334,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
SHAP,Demographics,0.15341494043233453,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
SHAP,Family / employment,0.014208004121646106,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
SHAP,Occupation,0.08222222835985012,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
SHAP,Industry,0.061400682284941804,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
SHAP,Geography,0.03362098269816962,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,1
Impurity,Income,0.33815469704366846,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Impurity,Wealth,0.23865598237627256,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Impurity,Education,0.03892247211520988,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Impurity,Demographics,0.12773260901263728,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Impurity,Family / employment,0.06172521096327662,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Impurity,Occupation,0.10945987532022125,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Impurity,Industry,0.05935100056417408,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Impurity,Geography,0.025998152604539797,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Permutation,Income,0.1541005955870288,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Permutation,Wealth,0.04317714777422686,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Permutation,Education,0.0042315970266832035,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Permutation,Demographics,-0.013990061685167943,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Permutation,Family / employment,0.007330304948522592,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Permutation,Occupation,-0.009093822166869936,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Permutation,Industry,-0.01668040985923857,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
Permutation,Geography,-0.0064680075810488345,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
SHAP,Income,0.33879132152742214,Relative,DV4,Up 40 pp,Up,40,Gradient Boosting,2
