Family,Outcome,Label,Model,Fold,InnerAUC,BestParameters
Parent-child absolute,I5,Down $5k,Gradient Boosting,4,0.7769572849070213,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Parent-child absolute,I5,Down $5k,Gradient Boosting,5,0.7724761872290263,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I6,Down $10k,Random Forest,1,0.8257003919379772,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I6,Down $10k,Random Forest,2,0.8184956470843167,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I6,Down $10k,Random Forest,3,0.8040174214523397,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I6,Down $10k,Random Forest,4,0.8097539539257723,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I6,Down $10k,Random Forest,5,0.8173211262591867,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I6,Down $10k,Gradient Boosting,1,0.8218121068432969,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I6,Down $10k,Gradient Boosting,2,0.8208512804385606,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I6,Down $10k,Gradient Boosting,3,0.7999965636749478,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I6,Down $10k,Gradient Boosting,4,0.8105170359092279,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I6,Down $10k,Gradient Boosting,5,0.8165706426179128,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I7,Down $15k,Random Forest,1,0.8350541075469815,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I7,Down $15k,Random Forest,2,0.8307610687444004,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I7,Down $15k,Random Forest,3,0.8411245320475089,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I7,Down $15k,Random Forest,4,0.830025610622092,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I7,Down $15k,Random Forest,5,0.8410029170446295,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I7,Down $15k,Gradient Boosting,1,0.8320075266417186,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I7,Down $15k,Gradient Boosting,2,0.8306566835707008,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I7,Down $15k,Gradient Boosting,3,0.8403842096637977,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I7,Down $15k,Gradient Boosting,4,0.8242318168148053,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Parent-child absolute,I7,Down $15k,Gradient Boosting,5,0.8421968045497401,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I8,Down $20k,Random Forest,1,0.8277541297817788,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I8,Down $20k,Random Forest,2,0.861166189648953,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I8,Down $20k,Random Forest,3,0.8484785684958741,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I8,Down $20k,Random Forest,4,0.8374052449595012,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I8,Down $20k,Random Forest,5,0.8579821180176919,"{""n_estimators"": 350, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 10, ""criterion"": ""entropy""}"
Parent-child absolute,I8,Down $20k,Gradient Boosting,1,0.8251502273194088,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I8,Down $20k,Gradient Boosting,2,0.8495944734745562,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I8,Down $20k,Gradient Boosting,3,0.854922027877009,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I8,Down $20k,Gradient Boosting,4,0.841472215893377,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Parent-child absolute,I8,Down $20k,Gradient Boosting,5,0.849910231282172,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_features"": null, ""min_samples_leaf"": 10, ""subsample"": 0.8}"
Benchmark,A1,Up $5k,Random Forest,1,0.729289773338284,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A1,Up $5k,Random Forest,2,0.7527891541395365,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A1,Up $5k,Random Forest,3,0.7256461432425714,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A1,Up $5k,Random Forest,4,0.7318222735108338,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A1,Up $5k,Random Forest,5,0.7402305373087952,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A1,Up $5k,Gradient Boosting,1,0.7204071123558675,"{""n_estimators"": 180, ""learning_rate"": 0.05, ""max_depth"": 3, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""subsample"": 0.8}"
Benchmark,A1,Up $5k,Gradient Boosting,2,0.7484890942633468,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A1,Up $5k,Gradient Boosting,3,0.718836291511913,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A1,Up $5k,Gradient Boosting,4,0.7247295234393066,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A1,Up $5k,Gradient Boosting,5,0.7351439115941165,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A2,Up $10k,Random Forest,1,0.7545032914628985,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A2,Up $10k,Random Forest,2,0.7558645994448184,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A2,Up $10k,Random Forest,3,0.7556266428094237,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A2,Up $10k,Random Forest,4,0.7493632541579333,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A2,Up $10k,Random Forest,5,0.7400192483969913,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A2,Up $10k,Gradient Boosting,1,0.7450117248126418,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A2,Up $10k,Gradient Boosting,2,0.7553342952279295,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A2,Up $10k,Gradient Boosting,3,0.7538368796571815,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A2,Up $10k,Gradient Boosting,4,0.7479979423620556,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A2,Up $10k,Gradient Boosting,5,0.7296452644738479,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A3,Up $15k,Random Forest,1,0.730431605870618,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A3,Up $15k,Random Forest,2,0.7362416496057285,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A3,Up $15k,Random Forest,3,0.7554817569081944,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A3,Up $15k,Random Forest,4,0.7510146445979352,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A3,Up $15k,Random Forest,5,0.7523492881288408,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A3,Up $15k,Gradient Boosting,1,0.7242681410160072,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A3,Up $15k,Gradient Boosting,2,0.7278378228403306,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A3,Up $15k,Gradient Boosting,3,0.7545712168969514,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A3,Up $15k,Gradient Boosting,4,0.7535387784589288,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A3,Up $15k,Gradient Boosting,5,0.7522434796519321,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A4,Up $20k,Random Forest,1,0.7653905398632045,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A4,Up $20k,Random Forest,2,0.7571974614419736,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A4,Up $20k,Random Forest,3,0.7683546221795269,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A4,Up $20k,Random Forest,4,0.7537350971344067,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A4,Up $20k,Random Forest,5,0.761290458954779,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A4,Up $20k,Gradient Boosting,1,0.7643150726768345,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A4,Up $20k,Gradient Boosting,2,0.7580253435218816,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A4,Up $20k,Gradient Boosting,3,0.7664839113779988,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A4,Up $20k,Gradient Boosting,4,0.7522858099874044,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A4,Up $20k,Gradient Boosting,5,0.7602439545951323,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A5,Down $5k,Random Forest,1,0.7162257932706114,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A5,Down $5k,Random Forest,2,0.7215106107809403,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A5,Down $5k,Random Forest,3,0.7188415419970647,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A5,Down $5k,Random Forest,4,0.720593835437931,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A5,Down $5k,Random Forest,5,0.7126483097817542,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A5,Down $5k,Gradient Boosting,1,0.708611347228821,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A5,Down $5k,Gradient Boosting,2,0.7169378567482697,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A5,Down $5k,Gradient Boosting,3,0.7140220444574653,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A5,Down $5k,Gradient Boosting,4,0.7171065370135752,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A5,Down $5k,Gradient Boosting,5,0.6964195881469933,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A6,Down $10k,Random Forest,1,0.7254299276469386,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A6,Down $10k,Random Forest,2,0.6959922828310209,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A6,Down $10k,Random Forest,3,0.7200680793542653,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A6,Down $10k,Random Forest,4,0.7267429072724491,"{""n_estimators"": 250, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""entropy""}"
Benchmark,A6,Down $10k,Random Forest,5,0.7151503446574706,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A6,Down $10k,Gradient Boosting,1,0.7209996810583211,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A6,Down $10k,Gradient Boosting,2,0.6917776791318581,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A6,Down $10k,Gradient Boosting,3,0.7097151418940357,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A6,Down $10k,Gradient Boosting,4,0.722234365645774,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A6,Down $10k,Gradient Boosting,5,0.7065212314638082,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A7,Down $15k,Random Forest,1,0.7096231441959322,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A7,Down $15k,Random Forest,2,0.7421989882541858,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A7,Down $15k,Random Forest,3,0.7257883911351181,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A7,Down $15k,Random Forest,4,0.7088716379406316,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A7,Down $15k,Random Forest,5,0.7211391320362895,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A7,Down $15k,Gradient Boosting,1,0.7048843820905475,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A7,Down $15k,Gradient Boosting,2,0.7380797098126236,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A7,Down $15k,Gradient Boosting,3,0.7141582932422826,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A7,Down $15k,Gradient Boosting,4,0.7026912668287332,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A7,Down $15k,Gradient Boosting,5,0.7155867042683651,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A8,Down $20k,Random Forest,1,0.709592286430644,"{""n_estimators"": 250, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""entropy""}"
Benchmark,A8,Down $20k,Random Forest,2,0.7041611606697765,"{""n_estimators"": 350, ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 10, ""criterion"": ""gini""}"
Benchmark,A8,Down $20k,Random Forest,3,0.7162961713908739,"{""n_estimators"": 250, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""entropy""}"
Benchmark,A8,Down $20k,Random Forest,4,0.7131771675647864,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A8,Down $20k,Random Forest,5,0.7096749819490409,"{""n_estimators"": 250, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini""}"
Benchmark,A8,Down $20k,Gradient Boosting,1,0.6973198463574587,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A8,Down $20k,Gradient Boosting,2,0.6959500748888883,"{""n_estimators"": 180, ""learning_rate"": 0.05, ""max_depth"": 3, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""subsample"": 0.8}"
Benchmark,A8,Down $20k,Gradient Boosting,3,0.7125648056368741,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
Benchmark,A8,Down $20k,Gradient Boosting,4,0.7018758731763891,"{""n_estimators"": 150, ""learning_rate"": 0.05, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""subsample"": 1.0}"
Benchmark,A8,Down $20k,Gradient Boosting,5,0.6978239106351211,"{""n_estimators"": 250, ""learning_rate"": 0.03, ""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""subsample"": 1.0}"
