Family,Outcome,Label,Direction,Threshold,Model,Method,Group,Value,FoldSD,Rank
Benchmark,A5,Down $5k,Down,5000,Random Forest,Permutation,Geography,-0.0010030649622882661,0.004430154073440802,6.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,Permutation,Income,0.03072862560051438,0.006229918277662085,1.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,Permutation,Industry,-0.002201213092840709,0.0018674658337764567,8.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,Permutation,Occupation,0.0005339237892255123,0.0018285163453194695,5.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,Permutation,Wealth,0.02614723985517343,0.0031862146142671343,2.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,SHAP,Demographics,0.23599622180781782,0.037749791041534336,2.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,SHAP,Education,0.12644182510455007,0.015263155597624721,4.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,SHAP,Family / employment,0.03369049285127458,0.009292050771638034,8.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,SHAP,Geography,0.036436842283703634,0.016769038300150096,7.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,SHAP,Income,0.23600210468555027,0.010824724002066825,1.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,SHAP,Industry,0.038858721894113234,0.00729083348712874,6.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,SHAP,Occupation,0.08605070482352742,0.013913274644045513,5.0
Benchmark,A5,Down $5k,Down,5000,Random Forest,SHAP,Wealth,0.20652308654946308,0.012397920876274952,3.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Impurity,Demographics,0.25201259069074367,0.02253114538737213,2.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Impurity,Education,0.07646575197466754,0.015584504212167043,4.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Impurity,Family / employment,0.01745221605130138,0.01154246077640253,8.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Impurity,Geography,0.02717769125885113,0.010100921826885975,7.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Impurity,Income,0.31311744656033874,0.02988676613437795,1.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Impurity,Industry,0.03499872121046737,0.0068824057884434835,6.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Impurity,Occupation,0.07540953017696911,0.02040477163446793,5.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Impurity,Wealth,0.20336605207666109,0.03478827590949655,3.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Permutation,Demographics,0.03248717791349053,0.008223610552560238,2.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Permutation,Education,0.007472852360960264,0.0030729084905155644,4.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Permutation,Family / employment,-0.00229970872741291,0.0013330532368889334,8.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Permutation,Geography,0.0014633831900895265,0.001928099076321453,5.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Permutation,Income,0.043679256557464005,0.01616056667022995,1.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Permutation,Industry,-0.0003104859532629344,0.00313861045447125,6.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Permutation,Occupation,-0.0004172689719945144,0.0024179434654544177,7.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,Permutation,Wealth,0.01624650512387312,0.006059099813982862,3.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,SHAP,Demographics,0.23887733443299647,0.03715324189735533,2.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,SHAP,Education,0.09714778816705,0.018738688503915323,5.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,SHAP,Family / employment,0.021367684251887488,0.017006498439775593,8.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,SHAP,Geography,0.062226368902177656,0.024263813358605495,7.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,SHAP,Income,0.24191779466407085,0.015991703299256622,1.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,SHAP,Industry,0.06256716735951563,0.011512829110847543,6.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,SHAP,Occupation,0.09783022702575406,0.026675122224820363,4.0
Benchmark,A6,Down $10k,Down,10000,Gradient Boosting,SHAP,Wealth,0.1780656351965479,0.025932054944499006,3.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Impurity,Demographics,0.23357434872703706,0.015704534715362626,2.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Impurity,Education,0.09070561712608538,0.014465192198252328,4.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Impurity,Family / employment,0.03287883037026549,0.006990520840436174,8.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Impurity,Geography,0.049342509609449345,0.01641809752050514,7.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Impurity,Income,0.25935279331817335,0.011858260261876464,1.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Impurity,Industry,0.055159398708922745,0.011605601074779526,6.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Impurity,Occupation,0.0868032902447122,0.008714797136724394,5.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Impurity,Wealth,0.1921832118953545,0.011675544672170263,3.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Permutation,Demographics,0.029750529107898153,0.004034349633122431,2.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Permutation,Education,0.007042251564202587,0.003938834660112714,4.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Permutation,Family / employment,-0.0013861606510160971,0.0024820347857835035,8.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Permutation,Geography,0.0005275347462612245,0.0018785923722399631,6.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Permutation,Income,0.03708664722856344,0.013572017037211191,1.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Permutation,Industry,-0.00016159931935077711,0.004096176205692236,7.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Permutation,Occupation,0.0013206876259711565,0.002064837937412056,5.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,Permutation,Wealth,0.016982104933630372,0.004939533803489055,3.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,SHAP,Demographics,0.24287279104104273,0.01479933570186683,1.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,SHAP,Education,0.1148635343878404,0.01774430876678797,4.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,SHAP,Family / employment,0.03590255358642962,0.01706606029306271,8.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,SHAP,Geography,0.05263699508278571,0.024258480683812512,6.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,SHAP,Income,0.23950636000082165,0.014344175423666809,2.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,SHAP,Industry,0.043529997266896624,0.010103235583724848,7.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,SHAP,Occupation,0.09353283121086511,0.012135502703155158,5.0
Benchmark,A6,Down $10k,Down,10000,Random Forest,SHAP,Wealth,0.17715493742331814,0.02076810964765883,3.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Impurity,Demographics,0.27920689918143615,0.045103831863995324,2.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Impurity,Education,0.08513490074197995,0.02893675214544169,5.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Impurity,Family / employment,0.01355601016202207,0.003182584316057224,8.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Impurity,Geography,0.01484750346941637,0.0049339533317067155,7.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Impurity,Income,0.28658742498272904,0.01850545469030784,1.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Impurity,Industry,0.04464161211062947,0.017153246942423112,6.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Impurity,Occupation,0.09244664083127659,0.03136144997252471,4.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Impurity,Wealth,0.18357900852051046,0.038243979325250366,3.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Permutation,Demographics,0.03718066436840398,0.006822278757121588,2.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Permutation,Education,0.010011933827879353,0.004822814362566372,4.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Permutation,Family / employment,-0.0008125249153555036,0.002953250440194225,7.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Permutation,Geography,-0.00021481634591529074,0.001335289003973351,6.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Permutation,Income,0.046791588062248195,0.011994308985503674,1.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Permutation,Industry,-0.0023279976348364127,0.009240301353183305,8.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Permutation,Occupation,0.0026960438991458593,0.006240861659463269,5.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,Permutation,Wealth,0.018772988764052,0.00641642377845707,3.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,SHAP,Demographics,0.24490547021490555,0.022107412201428298,1.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,SHAP,Education,0.11522267035938367,0.02239529819820401,5.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,SHAP,Family / employment,0.02695116805176147,0.009477319941999442,7.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,SHAP,Geography,0.02676737711016581,0.009086894127475055,8.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,SHAP,Income,0.21535526880468794,0.022237238252869367,2.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,SHAP,Industry,0.06881506168684806,0.02407508522437813,6.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,SHAP,Occupation,0.13195316745795432,0.03790767730659655,4.0
Benchmark,A7,Down $15k,Down,15000,Gradient Boosting,SHAP,Wealth,0.1700298163142932,0.01847488283596666,3.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Impurity,Demographics,0.2461226687321027,0.010070222432515949,2.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Impurity,Education,0.09692523732498727,0.013516475988722696,4.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Impurity,Family / employment,0.028470817783026563,0.0029219351161820957,8.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Impurity,Geography,0.04271154133966361,0.008401045214333748,7.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Impurity,Income,0.2476918350900934,0.014034431420758347,1.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Impurity,Industry,0.05784595958367559,0.008674137604031996,6.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Impurity,Occupation,0.09106486549718693,0.006134944168245939,5.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Impurity,Wealth,0.18916707464926383,0.016208595117243558,3.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Permutation,Demographics,0.036108701230049056,0.006892644302626595,2.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Permutation,Education,0.008078904911594905,0.0035231348852114964,4.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Permutation,Family / employment,-0.0007730388947940991,0.0008652839894481516,7.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Permutation,Geography,0.0014828709137824447,0.002833800520215421,6.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Permutation,Income,0.041498415706691286,0.010048475602136248,1.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Permutation,Industry,-0.0010274789685051466,0.004474877398544405,8.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Permutation,Occupation,0.0032883496694809484,0.003190148642577918,5.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,Permutation,Wealth,0.0164353105277289,0.009830292218830111,3.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,SHAP,Demographics,0.2511093357057231,0.019216154665924176,1.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,SHAP,Education,0.12870361627594834,0.014574773939378782,4.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,SHAP,Family / employment,0.028607251489223072,0.0069833799372127185,8.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,SHAP,Geography,0.035639055184904275,0.0021264966850895886,7.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,SHAP,Income,0.21496375848135818,0.011689286203836023,2.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,SHAP,Industry,0.04960910261268351,0.014181105612769366,6.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,SHAP,Occupation,0.11200573748434428,0.00981673441789783,5.0
Benchmark,A7,Down $15k,Down,15000,Random Forest,SHAP,Wealth,0.17936214276581525,0.019000667537814625,3.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Impurity,Demographics,0.2821837279261769,0.025815116190685574,1.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Impurity,Education,0.10204837964140559,0.02253349183921184,4.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Impurity,Family / employment,0.019006254534241103,0.0064120750859253065,8.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Impurity,Geography,0.031237261371420688,0.014480063889858218,7.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Impurity,Income,0.2651683627190786,0.04020670623998833,2.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Impurity,Industry,0.05814082097786406,0.022423295454951506,6.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Impurity,Occupation,0.08299166862615356,0.03701130959938777,5.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Impurity,Wealth,0.15922352420365948,0.021181781087189364,3.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Permutation,Demographics,0.027418031469010118,0.007418119241102641,2.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Permutation,Education,0.01258187360772926,0.006433660475527517,3.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Permutation,Family / employment,0.0007940857420694749,0.0028190207966672575,7.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Permutation,Geography,0.0002599920840396463,0.006174389218399658,8.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Permutation,Income,0.04188125791639054,0.01509102998998793,1.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Permutation,Industry,0.0028110645343275777,0.003020837571123675,6.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Permutation,Occupation,0.007053858752755185,0.00517824645124142,5.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,Permutation,Wealth,0.00890006164337193,0.0070416496899123404,4.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,SHAP,Demographics,0.21652023449436086,0.03218736776856079,1.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,SHAP,Education,0.13329668170761907,0.03000334935489362,4.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,SHAP,Family / employment,0.02953113606962001,0.0065991481182046405,8.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,SHAP,Geography,0.05705252085372531,0.022686307959829913,7.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,SHAP,Income,0.20567769421134702,0.03100812632785099,2.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,SHAP,Industry,0.09673261847330739,0.028249062626745845,6.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,SHAP,Occupation,0.11773344085811613,0.045002807881278695,5.0
Benchmark,A8,Down $20k,Down,20000,Gradient Boosting,SHAP,Wealth,0.14345567333190418,0.03291066382513757,3.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Impurity,Demographics,0.24693907446864555,0.029046559969963557,1.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Impurity,Education,0.09609389966485081,0.010805001793269273,5.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Impurity,Family / employment,0.029661173538887847,0.0021733530210928985,8.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Impurity,Geography,0.06006797815135608,0.011790913669096422,7.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Impurity,Income,0.22623657047989934,0.014879510056997532,2.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Impurity,Industry,0.06989917538359104,0.014419773504595198,6.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Impurity,Occupation,0.10054304585080447,0.012850141217685972,4.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Impurity,Wealth,0.17055908246196494,0.007576274499115609,3.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Permutation,Demographics,0.032921088920996606,0.008821602634843896,2.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Permutation,Education,0.01374739924404535,0.006932187914774393,3.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Permutation,Family / employment,-0.0011792436205791356,0.0017909079422508492,8.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Permutation,Geography,0.002944214536277947,0.004752759676997678,6.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Permutation,Income,0.0385855021786686,0.014533132237530024,1.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Permutation,Industry,0.0018288073445053242,0.0011958924292424962,7.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Permutation,Occupation,0.00719110854602666,0.006252694593238469,5.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,Permutation,Wealth,0.010072805562160028,0.008449912555480898,4.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,SHAP,Demographics,0.24287976002570488,0.021790672429330436,1.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,SHAP,Education,0.13136819066343514,0.018526169552982523,4.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,SHAP,Family / employment,0.032697924885251604,0.007157760347276684,8.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,SHAP,Geography,0.05773263865075849,0.010528771748455196,7.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,SHAP,Income,0.20316287618422008,0.009707487027689862,2.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,SHAP,Industry,0.06263779213442154,0.01315663760491467,6.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,SHAP,Occupation,0.12157121740147403,0.02135145095146185,5.0
Benchmark,A8,Down $20k,Down,20000,Random Forest,SHAP,Wealth,0.14794960005473423,0.00786209463296671,3.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Impurity,Demographics,0.1420676722659424,0.033796793952360946,2.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Impurity,Education,0.02958707240279889,0.010107554321198415,8.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Impurity,Family / employment,0.04933204808127009,0.048323760051006366,5.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Impurity,Geography,0.030890771384141792,0.010659382643539026,7.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Impurity,Income,0.5544933934292098,0.01150901757882341,1.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Impurity,Industry,0.06555051412285835,0.020943352037747574,4.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Impurity,Occupation,0.034272226162234985,0.005102749497440373,6.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Impurity,Wealth,0.09380630215154373,0.034072706636119304,3.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Permutation,Demographics,0.020314965418541726,0.00677388181748677,2.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Permutation,Education,0.0010403122914095665,0.002303502364204331,7.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Permutation,Family / employment,0.002009517876470338,0.0019081969867992966,5.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Permutation,Geography,0.0019515138876661578,0.004502459972098872,6.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Permutation,Income,0.20207465018593726,0.03423453727041913,1.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Permutation,Industry,0.005260593293644124,0.0037164032618340103,3.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Permutation,Occupation,-0.0034668965249238146,0.0034841890844129436,8.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,Permutation,Wealth,0.0029649280824127267,0.007700086785957673,4.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,SHAP,Demographics,0.1511006482002652,0.007766543707146119,2.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,SHAP,Education,0.0514362789259175,0.019355183228687716,7.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,SHAP,Family / employment,0.06953424756506081,0.06477841985417877,4.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,SHAP,Geography,0.06699237288437696,0.023161280233830402,5.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,SHAP,Income,0.43673639674095616,0.07338001598447108,1.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,SHAP,Industry,0.11765016126194872,0.04167900106827591,3.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,SHAP,Occupation,0.04473818270250612,0.015338574780178298,8.0
Parent-child absolute,I1,Up $5k,Up,5000,Gradient Boosting,SHAP,Wealth,0.061811711718968564,0.022728096852805513,6.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Impurity,Demographics,0.16458322803816133,0.012962573761275024,2.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Impurity,Education,0.06004988133319664,0.004133398271578298,7.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Impurity,Family / employment,0.05409934093265267,0.013033137306091439,8.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Impurity,Geography,0.061439524189738845,0.009256244138307638,6.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Impurity,Income,0.36427744687845154,0.04314368590290087,1.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Impurity,Industry,0.08793867174968015,0.01931617940732221,4.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Impurity,Occupation,0.07246563547318284,0.015524869120856863,5.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Impurity,Wealth,0.13514627140493585,0.007135085638273444,3.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Permutation,Demographics,0.017654858449610678,0.007210389408699479,2.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Permutation,Education,0.0017881732844617672,0.003728496204423135,5.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Permutation,Family / employment,0.0029206658147163736,0.006698016174186379,3.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Permutation,Geography,0.0017725100509930047,0.00387886456682467,6.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Permutation,Income,0.18052138063148343,0.013212224018052481,1.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Permutation,Industry,0.002407965607195032,0.0033382857963991856,4.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Permutation,Occupation,0.0002878107531557039,0.003838652716759067,8.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,Permutation,Wealth,0.0006278942852154654,0.003305766827507764,7.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,SHAP,Demographics,0.14303132603959295,0.02457102039380327,2.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,SHAP,Education,0.05450103181297452,0.006261334986012453,7.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,SHAP,Family / employment,0.10961645222149081,0.029932397101443183,4.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,SHAP,Geography,0.0610961356986206,0.018293765344278505,6.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,SHAP,Income,0.3928158395353573,0.04396380912929784,1.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,SHAP,Industry,0.1277690664714566,0.02814133529285476,3.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,SHAP,Occupation,0.061946248909953774,0.014435653563547281,5.0
Parent-child absolute,I1,Up $5k,Up,5000,Random Forest,SHAP,Wealth,0.04922389931055356,0.010585899193728762,8.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Impurity,Demographics,0.18259874205488943,0.012880963389784535,2.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Impurity,Education,0.03726878633417693,0.011427978873303194,7.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Impurity,Family / employment,0.0547038263747032,0.03974883284008649,5.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Impurity,Geography,0.033865795889957154,0.007085114066168831,8.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Impurity,Income,0.49794807571689204,0.012481487808479531,1.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Impurity,Industry,0.05531192992505766,0.021887450669943295,4.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Impurity,Occupation,0.040602327773751536,0.006358129715804114,6.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Impurity,Wealth,0.0977005159305721,0.03967539375167315,3.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Permutation,Demographics,0.03090361672048352,0.009748734631579735,2.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Permutation,Education,0.005681019571882046,0.006833075303622023,3.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Permutation,Family / employment,0.00244444121458111,0.0055080777405563585,4.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Permutation,Geography,0.0007650966259831426,0.0014510691298538336,6.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Permutation,Income,0.18444622764324795,0.030843507981844404,1.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Permutation,Industry,0.0013018701619488438,0.001454517611376111,5.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Permutation,Occupation,-0.00014059030737247684,0.002181608605810648,7.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,Permutation,Wealth,-0.0011678387801636913,0.007616443150786197,8.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,SHAP,Demographics,0.2174279264087847,0.02709703030253301,2.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,SHAP,Education,0.054926323660055044,0.017112528898271806,7.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,SHAP,Family / employment,0.06830936868316091,0.04694460441536159,5.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,SHAP,Geography,0.057438867979894406,0.01413833811943978,6.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,SHAP,Income,0.3943156200315431,0.0712635236228923,1.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,SHAP,Industry,0.0903232705485462,0.03129685095290384,3.0
Parent-child absolute,I2,Up $10k,Up,10000,Gradient Boosting,SHAP,Occupation,0.041306260971078326,0.006556446842619366,8.0
