Weighted parental median,Weighted realized mobility rate,Income-only RF AUC,Full RF AUC,Delta AUC,Income-only RF Brier,Full RF Brier,Percent Brier reduction,Revision P10,Revision P90
44633.89823225586,0.4490682667319539,0.6601278453566712,0.7184341393051317,0.05830629394846043,0.23045551769520858,0.21285122641581308,7.638910734469047,-0.15660722461482807,0.1810791552001538
